Dest Geo Lat,Dest Geo Lon,Distributor Name,Stop Number,Vehicle,Date
31.337319,73.057297,Unknown Distributor,1,8,10/01/2025
31.4068728,73.1126684,K.F.C,2,8,10/01/2025
31.418779,73.044673,R.S TRADERS ROUTE.135,3,8,10/01/2025
31.364604,72.912386,EMAAN ENTERPRISES THEKRIWALA-9,4,8,10/01/2025
30.960243,72.498824,A ONE MARKEETING T.T.SINGH.09,5,8,10/01/2025
30.864552,72.54273,CHAUDARY TRADERS RAJANA.06,6,8,10/01/2025
31.337319,73.057297,Unknown Distributor,7,8,10/01/2025
